date,commission,direction,price,size,ticker,total cost,value
2000-05-24,0.0,BUY,23.083462,594,APIMEYGYLN,13711.576428,13711.576428
2000-05-24,0.0,BUY,31.314696499999997,81,MZOWIALNMR,2536.4904165,2536.4904165
2000-05-24,0.0,BUY,19.4929235,226,TDOESHPZNQ,4405.400711,4405.400711
2000-05-24,0.0,BUY,56.85852750000001,181,BXHDWOMPRA,10291.393477500002,10291.393477500002
2000-05-24,0.0,BUY,8.351252500000001,358,EXXWRTIYNI,2989.7483950000005,2989.7483950000005
2000-05-24,0.0,BUY,21.8732805,220,PKDZURUGHE,4812.12171,4812.12171
2000-05-24,0.0,BUY,18.0327045,222,UACGBQRGHE,4003.2603990000002,4003.2603990000002
2000-05-24,0.0,BUY,21.6332445,133,BOHRHCIQGJ,2877.2215185,2877.2215185
2000-05-24,0.0,BUY,18.372755500000004,133,DFKGRIFBSO,2443.5764815000007,2443.5764815000007
2000-08-18,0.0,SELL,26.6060085,-95,BXWVUGKTOU,2372.5058225,2372.5058225
2000-08-18,0.0,SELL,45.353196,-119,WGXSDNZSDJ,5028.5041625,5028.5041625
2000-08-18,0.0,SELL,39.534069,-80,VHDDEHHPKW,3453.31792,3453.31792
2000-08-18,0.0,SELL,32.875068000000006,-95,WXYGAWGGWE,2720.2579775000004,2720.2579775000004
2000-08-18,0.0,SELL,26.376043,-229,HQEOROFRRH,5086.852913500001,5086.852913500001
2000-08-18,0.0,SELL,41.39379,-70,KCAEWUAMZU,2638.695745,2638.695745
2000-08-18,0.0,SELL,32.705093500000004,-72,RVTKIAPNXG,2240.2559880000003,2240.2559880000003
2000-08-18,0.0,SELL,27.5858615,-172,EIOMEVNYBL,4130.339458,4130.339458
2000-08-18,0.0,SELL,21.6867465,-594,APIMEYGYLN,13711.576428,13711.576428
2000-08-18,0.0,SELL,35.594660000000005,-81,MZOWIALNMR,2536.4904165,2536.4904165
2000-08-18,0.0,SELL,22.856571000000002,-226,TDOESHPZNQ,4405.400711,4405.400711
2000-08-18,0.0,SELL,69.12962900000001,-78,BXHDWOMPRA,4434.965145000001,4434.965145000001
2000-08-18,0.0,SELL,7.3488975,-358,EXXWRTIYNI,2989.7483950000005,2989.7483950000005
2000-08-18,0.0,SELL,21.2468125,-220,PKDZURUGHE,4812.12171,4812.12171
2000-08-18,0.0,SELL,15.2677095,-222,UACGBQRGHE,4003.2603990000002,4003.2603990000002
2000-08-18,0.0,SELL,19.7070435,-133,DFKGRIFBSO,2443.5764815000007,2443.5764815000007
2000-08-18,0.0,BUY,57.51862650000001,86,ZHQQMMGQFD,4946.601879000001,4946.601879000001
2000-08-18,0.0,BUY,23.00345,72,RUUTSPVOCC,1656.2484,1656.2484
2000-08-18,0.0,BUY,61.0791605,76,GCFRCUOHJW,4642.016198,4642.016198
2000-08-18,0.0,BUY,18.532779500000004,263,HGAYBVCGMJ,4874.121008500001,4874.121008500001
2000-08-18,0.0,BUY,47.417111500000004,150,MADHTNNURO,7112.566725000001,7112.566725000001
2000-08-18,0.0,BUY,240.40605550000004,16,IFLSGHENJE,3846.4968880000006,3846.4968880000006
2000-08-18,0.0,BUY,12.131819500000002,440,AFBFCRHCWL,5338.000580000001,5338.000580000001
2000-08-18,0.0,BUY,25.483822000000004,191,OHBVCEXQVY,4867.4100020000005,4867.4100020000005
2000-08-18,0.0,BUY,29.9544925,142,MNPJIKGJAO,4253.537935,4253.537935
2000-08-18,0.0,BUY,2.3703555000000005,2747,VYUIWKUWVC,6511.366558500002,6511.366558500002
2000-08-18,0.0,BUY,72.27083900000001,65,GLEXGCCCZJ,4697.604535,4697.604535
2000-08-18,0.0,BUY,27.364104,151,JKWZPIPUMQ,4131.979704,4131.979704
2000-08-18,0.0,BUY,23.4735205,239,YPOWQZAZZW,5610.1713995,5610.1713995
2000-08-18,0.0,BUY,26.944041000000002,56,BOHRHCIQGJ,1508.8662960000001,1508.8662960000001
2000-08-18,0.0,BUY,31.344701000000008,186,CWEYXALSBM,5830.114386000001,5830.114386000001
2000-11-13,0.0,SELL,37.714342,-86,ZHQQMMGQFD,4946.601879000001,4946.601879000001
2000-11-13,0.0,SELL,27.295905,-148,RUUTSPVOCC,3007.5742684800002,3007.5742684800002
2000-11-13,0.0,SELL,54.4618295,-76,GCFRCUOHJW,4642.016198,4642.016198
2000-11-13,0.0,SELL,19.857021,-263,HGAYBVCGMJ,4874.121008500001,4874.121008500001
2000-11-13,0.0,SELL,50.332449000000004,-150,MADHTNNURO,7112.566725000001,7112.566725000001
2000-11-13,0.0,SELL,222.9365545,-16,IFLSGHENJE,3846.4968880000006,3846.4968880000006
2000-11-13,0.0,SELL,26.116082000000002,-292,HQEOROFRRH,6486.292798,6486.292798
2000-11-13,0.0,SELL,13.288006500000002,-317,AFBFCRHCWL,3845.786781500001,3845.786781500001
2000-11-13,0.0,SELL,28.465729499999995,-191,OHBVCEXQVY,4867.4100020000005,4867.4100020000005
2000-11-13,0.0,SELL,40.583911500000006,-142,MNPJIKGJAO,4253.537935,4253.537935
2000-11-13,0.0,SELL,70.7393875,-65,GLEXGCCCZJ,4697.604535,4697.604535
2000-11-13,0.0,SELL,26.5260205,-151,JKWZPIPUMQ,4131.979704,4131.979704
2000-11-13,0.0,SELL,74.05888949999999,-77,BXHDWOMPRA,4378.1066175000005,4378.1066175000005
2000-11-13,0.0,SELL,29.415587000000002,-189,BOHRHCIQGJ,4386.087814500001,4386.087814500001
2000-11-13,0.0,SELL,23.7464375,-186,CWEYXALSBM,5830.114386000001,5830.114386000001
2000-11-13,0.0,BUY,14.8322245,926,XLU,13734.639887000001,13734.639887000001
2000-11-13,0.0,BUY,5.480822000000001,431,QLBXTJUVCC,2362.2342820000003,2362.2342820000003
2000-11-13,0.0,BUY,22.933439500000002,63,ZIEZHSUVBY,1444.8066885,1444.8066885
2000-11-13,0.0,BUY,1100.385033,1,FNJSDNYHIQ,1100.385033,1100.385033
2000-11-13,0.0,BUY,2.6303945,204,VYUIWKUWVC,536.600478,536.600478
2000-11-13,0.0,BUY,11.821773000000002,135,RASJYJUBBT,1595.9393550000002,1595.9393550000002
2000-11-13,0.0,BUY,37.255587500000004,38,FWTEDBNJSZ,1415.7123250000002,1415.7123250000002
2000-11-13,0.0,BUY,7.201080000000001,2055,IQPZSZURVY,14798.219400000002,14798.219400000002
2000-11-13,0.0,BUY,28.874330500000003,540,TDOESHPZNQ,15592.138470000002,15592.138470000002
2000-11-13,0.0,BUY,29.534429500000005,120,YPOWQZAZZW,3544.1315400000008,3544.1315400000008
2000-11-13,0.0,BUY,21.733259500000003,88,EVOZZPFPLQ,1912.5268360000002,1912.5268360000002
2000-11-13,0.0,BUY,15.9523925,816,MSTCXEJXAH,13017.15228,13017.15228
2000-11-13,0.0,BUY,3.500525000000001,1265,OZPQHRYLNZ,4428.164125000001,4428.164125000001
2001-02-09,0.0,SELL,28.305753499999998,-52,RUUTSPVOCC,1056.7152835200002,1056.7152835200002
2001-02-09,0.0,SELL,14.527820499999999,-123,AFBFCRHCWL,1492.2137985000004,1492.2137985000004
2001-02-09,0.0,SELL,28.905663499999996,-359,YPOWQZAZZW,9154.302939500001,9154.302939500001
2001-02-09,0.0,SELL,76.9384575,-26,BXHDWOMPRA,1478.3217150000003,1478.3217150000003
2001-02-09,0.0,BUY,18.6327945,402,CEAAJHYVPH,7490.383389,7490.383389
2001-02-09,0.0,BUY,6.570985500000001,7,QLBXTJUVCC,45.99689850000001,45.99689850000001
2001-02-09,0.0,BUY,41.726258,66,SXDQUGEUPJ,2753.933028,2753.933028
2001-02-09,0.0,BUY,19.442916000000004,184,ZXNRTWAWUY,3577.4965440000005,3577.4965440000005
2001-05-08,0.0,SELL,14.5678145,-926,XLU,13734.639887000001,13734.639887000001
2001-05-08,0.0,SELL,19.897015,-402,CEAAJHYVPH,7490.383389,7490.383389
2001-05-08,0.0,SELL,6.579013,-438,QLBXTJUVCC,2408.2311805000004,2408.2311805000004
2001-05-08,0.0,SELL,41.39379,-66,SXDQUGEUPJ,2753.933028,2753.933028
2001-05-08,0.0,SELL,21.176823,-184,ZXNRTWAWUY,3577.4965440000005,3577.4965440000005
2001-05-08,0.0,SELL,25.086236500000002,-63,ZIEZHSUVBY,1444.8066885,1444.8066885
2001-05-08,0.0,SELL,1124.0413685,-1,FNJSDNYHIQ,1100.385033,1100.385033
2001-05-08,0.0,SELL,3.8494225,-2951,VYUIWKUWVC,7047.967036500001,7047.967036500001
2001-05-08,0.0,SELL,9.958506000000002,-135,RASJYJUBBT,1595.9393550000002,1595.9393550000002
2001-05-08,0.0,SELL,43.113532,-38,FWTEDBNJSZ,1415.7123250000002,1415.7123250000002
2001-05-08,0.0,SELL,10.0084985,-890,IQPZSZURVY,6408.961200000001,6408.961200000001
2001-05-08,0.0,SELL,30.135479,-540,TDOESHPZNQ,15592.138470000002,15592.138470000002
2001-05-08,0.0,SELL,25.076238,-88,EVOZZPFPLQ,1912.5268360000002,1912.5268360000002
2001-05-08,0.0,SELL,16.627505499999998,-816,MSTCXEJXAH,13017.15228,13017.15228
2001-05-08,0.0,SELL,3.5294705,-1265,OZPQHRYLNZ,4428.164125000001,4428.164125000001
2001-05-08,0.0,BUY,31.014651500000003,95,WPJTOJCNPX,2946.3918925000003,2946.3918925000003
2001-05-08,0.0,BUY,11.641746000000001,1014,OAXHZPPJZE,11804.730444,11804.730444
2001-05-08,0.0,BUY,20.983147000000002,250,RJIBDONKKI,5245.78675,5245.78675
2001-05-08,0.0,BUY,10.331549500000001,379,OVOTWEYALB,3915.6572605000006,3915.6572605000006
2001-05-08,0.0,BUY,44.456667500000016,207,YQKEHAUZRZ,9202.530172500003,9202.530172500003
2001-05-08,0.0,BUY,20.2530375,497,CHFKZQSEBO,10065.759637500001,10065.759637500001
2001-05-08,0.0,BUY,8.671300500000001,1271,DLRRPZDFXW,11021.222935500002,11021.222935500002
2001-05-08,0.0,BUY,68.9203365,75,ECUHIUQIJP,5169.0252375,5169.0252375
2001-05-08,0.0,BUY,31.724758,87,VZRRXYFHSR,2760.053946,2760.053946
2001-05-08,0.0,BUY,7.601140000000001,871,NHFRXYLKRQ,6620.59294,6620.59294
2001-05-08,0.0,BUY,6.841026,1401,HZACMHQYIB,9584.277426,9584.277426
2001-05-08,0.0,BUY,35.95539250000001,281,XEVGJDQJTQ,10103.465292500003,10103.465292500003
2001-05-08,0.0,BUY,5.4308145,554,YUAUDGKTFU,3008.671233,3008.671233
2001-05-08,0.0,BUY,9.661449000000001,297,ZTXPBLQFAG,2869.450353,2869.450353
2001-08-02,0.0,SELL,13.377993000000002,-290,OAXHZPPJZE,3376.1063400000003,3376.1063400000003
2001-08-02,0.0,SELL,19.537069,-250,RJIBDONKKI,5245.78675,5245.78675
2001-08-02,0.0,SELL,11.1283305,-379,OVOTWEYALB,3915.6572605000006,3915.6572605000006
2001-08-02,0.0,SELL,37.794329999999995,-207,YQKEHAUZRZ,9202.530172500003,9202.530172500003
2001-08-02,0.0,SELL,18.327250499999998,-497,CHFKZQSEBO,10065.759637500001,10065.759637500001
2001-08-02,0.0,SELL,9.2286155,-993,DLRRPZDFXW,8610.6013965,8610.6013965
2001-08-02,0.0,SELL,69.0396425,-75,ECUHIUQIJP,5169.0252375,5169.0252375
2001-08-02,0.0,SELL,26.6659995,-87,VZRRXYFHSR,2760.053946,2760.053946
2001-08-02,0.0,SELL,8.5687145,-1165,IQPZSZURVY,8389.258200000002,8389.258200000002
2001-08-02,0.0,SELL,7.338899,-871,NHFRXYLKRQ,6620.59294,6620.59294
2001-08-02,0.0,SELL,6.6689995,-1401,HZACMHQYIB,9584.277426,9584.277426
2001-08-02,0.0,SELL,29.9455075,-281,XEVGJDQJTQ,10103.465292500003,10103.465292500003
2001-08-02,0.0,SELL,5.939109,-554,YUAUDGKTFU,3008.671233,3008.671233
2001-08-02,0.0,SELL,8.638704,-297,ZTXPBLQFAG,2869.450353,2869.450353
2001-08-02,0.0,BUY,46.60699,142,WPJTOJCNPX,6618.192580000001,6618.192580000001
2001-08-02,0.0,BUY,15.802370000000002,157,PEMFAAZDWW,2480.97209,2480.97209
2001-08-02,0.0,BUY,11.4317145,548,KEDIFUWJAC,6264.579546,6264.579546
2001-08-02,0.0,BUY,19.662949,151,ABHQADOEYC,2969.1052990000003,2969.1052990000003
2001-08-02,0.0,BUY,7.731159500000001,374,QLBXTJUVCC,2891.4536530000005,2891.4536530000005
2001-08-02,0.0,BUY,10.891633500000001,754,TJYWKUXPTD,8212.291659,8212.291659
2001-08-02,0.0,BUY,50.097513500000005,57,XGUPERXBDV,2855.5582695000003,2855.5582695000003
2001-08-02,0.0,BUY,6.410961500000001,462,OICJKYZNZR,2961.8642130000003,2961.8642130000003
2001-08-02,0.0,BUY,15.302295000000003,204,SNDAZNBUCN,3121.6681800000006,3121.6681800000006
2001-08-02,0.0,BUY,42.626393,151,FVIIFUOPPR,6436.585343,6436.585343
2001-08-02,0.0,BUY,31.094663500000003,106,EVOZZPFPLQ,3296.0343310000003,3296.0343310000003
2001-08-02,0.0,BUY,19.012851500000004,345,BJSOPFWJPS,6559.4337675000015,6559.4337675000015
2001-08-02,0.0,BUY,23.903585,276,DIFTQVOKFQ,6597.38946,6597.38946
2001-08-02,0.0,BUY,2.6103915,2400,FAGVAOGXKH,6264.9396,6264.9396
2001-08-02,0.0,BUY,14.562184000000002,461,OKILLULHHV,6713.166824000001,6713.166824000001
2001-08-02,0.0,BUY,10.061509000000001,637,SSRKUWOTYP,6409.181233,6409.181233
2001-08-02,0.0,BUY,26.844026000000003,95,CPMVJDVNOQ,2550.18247,2550.18247
2001-08-02,0.0,BUY,63.679550500000005,60,OGNURHQQJC,3820.7730300000003,3820.7730300000003
2001-11-01,0.0,SELL,58.49122499999999,-237,WPJTOJCNPX,9564.5844725,9564.5844725
2001-11-01,0.0,SELL,15.627655500000001,-157,PEMFAAZDWW,2480.97209,2480.97209
2001-11-01,0.0,SELL,10.458431000000001,-548,KEDIFUWJAC,6264.579546,6264.579546
2001-11-01,0.0,SELL,13.3679945,-724,OAXHZPPJZE,8428.624104,8428.624104
2001-11-01,0.0,SELL,19.277108000000002,-151,ABHQADOEYC,2969.1052990000003,2969.1052990000003
2001-11-01,0.0,SELL,7.8888165,-374,QLBXTJUVCC,2891.4536530000005,2891.4536530000005
2001-11-01,0.0,SELL,8.518722,-754,TJYWKUXPTD,8212.291659,8212.291659
2001-11-01,0.0,SELL,9.3885915,-278,DLRRPZDFXW,2410.621539,2410.621539
2001-11-01,0.0,SELL,41.273808,-57,XGUPERXBDV,2855.5582695000003,2855.5582695000003
2001-11-01,0.0,SELL,6.59901,-462,OICJKYZNZR,2961.8642130000003,2961.8642130000003
2001-11-01,0.0,SELL,13.497975000000002,-204,SNDAZNBUCN,3121.6681800000006,3121.6681800000006
2001-11-01,0.0,SELL,35.9646045,-151,FVIIFUOPPR,6436.585343,6436.585343
2001-11-01,0.0,SELL,22.956556000000003,-106,EVOZZPFPLQ,3296.0343310000003,3296.0343310000003
2001-11-01,0.0,SELL,18.717192,-345,BJSOPFWJPS,6559.4337675000015,6559.4337675000015
2001-11-01,0.0,SELL,9.618557,-276,DIFTQVOKFQ,6597.38946,6597.38946
2001-11-01,0.0,SELL,3.2295155,-2400,FAGVAOGXKH,6264.9396,6264.9396
2001-11-01,0.0,SELL,12.108183499999999,-461,OKILLULHHV,6713.166824000001,6713.166824000001
2001-11-01,0.0,SELL,10.3484475,-637,SSRKUWOTYP,6409.181233,6409.181233
2001-11-01,0.0,SELL,21.6867465,-95,CPMVJDVNOQ,2550.18247,2550.18247
2001-11-01,0.0,SELL,42.873568000000006,-60,OGNURHQQJC,3820.7730300000003,3820.7730300000003
2001-11-01,0.0,BUY,12.781917,452,YUBPRLTNBW,5777.426484,5777.426484
2001-11-01,0.0,BUY,23.283492000000003,274,YBHMGZNTFN,6379.676808000001,6379.676808000001
2001-11-01,0.0,BUY,32.714906500000005,190,CBOIESALJA,6215.832235000001,6215.832235000001
2001-11-01,0.0,BUY,108.15622100000002,53,USCAZXGNRG,5732.279713000001,5732.279713000001
2002-01-30,0.0,SELL,13.138029000000001,-452,YUBPRLTNBW,5777.426484,5777.426484
2002-01-30,0.0,SELL,24.006398500000003,-274,YBHMGZNTFN,6379.676808000001,6379.676808000001
2002-01-30,0.0,SELL,33.454981000000004,-190,CBOIESALJA,6215.832235000001,6215.832235000001
2002-01-30,0.0,SELL,118.51222049999998,-53,USCAZXGNRG,5732.279713000001,5732.279713000001
2002-01-30,0.0,BUY,16.40246,307,OVIGQGTCOK,5035.55522,5035.55522
2002-01-30,0.0,BUY,15.452317500000003,272,OAXHZPPJZE,4203.030360000001,4203.030360000001
2002-01-30,0.0,BUY,25.343801000000003,196,KELBUXWLRZ,4967.384996000001,4967.384996000001
2002-01-30,0.0,BUY,18.522778000000002,250,GCIKQSFMTR,4630.6945000000005,4630.6945000000005
2002-01-30,0.0,BUY,18.462769,388,UCFOKQMSRN,7163.5543720000005,7163.5543720000005
2002-01-30,0.0,BUY,34.665199,125,PMQWNHUEYL,4333.149875,4333.149875
2002-01-30,0.0,BUY,17.522628,195,RSIFSXIXLO,3416.91246,3416.91246
2002-01-30,0.0,BUY,34.6952035,160,VZRRXYFHSR,5551.2325599999995,5551.2325599999995
2002-01-30,0.0,BUY,7.721158000000001,668,BVRCVWGBFV,5157.733544000001,5157.733544000001
2002-01-30,0.0,BUY,165.35479950000004,21,PEIFJLRNRK,3472.450789500001,3472.450789500001
2002-01-30,0.0,BUY,47.097063500000004,102,FVIIFUOPPR,4803.900477,4803.900477
2002-01-30,0.0,BUY,15.152272500000002,234,XWWTUEDKGZ,3545.6317650000005,3545.6317650000005
2002-01-30,0.0,BUY,7.881182000000001,517,HZACMHQYIB,4074.5710940000004,4074.5710940000004
2002-01-30,0.0,BUY,61.14917100000001,57,HKEMCYJGWT,3485.5027470000005,3485.5027470000005
2002-01-30,0.0,BUY,7.7511625,492,TNTJDMZSZT,3813.57195,3813.57195
2002-01-30,0.0,BUY,3.9605940000000004,1332,FAGVAOGXKH,5275.511208000001,5275.511208000001
2002-04-26,0.0,SELL,19.027145500000003,-307,OVIGQGTCOK,5035.55522,5035.55522
2002-04-26,0.0,SELL,25.346197500000002,-196,KELBUXWLRZ,4967.384996000001,4967.384996000001
2002-04-26,0.0,SELL,21.5267705,-250,GCIKQSFMTR,4630.6945000000005,4630.6945000000005
2002-04-26,0.0,SELL,14.1878715,-388,UCFOKQMSRN,7163.5543720000005,7163.5543720000005
2002-04-26,0.0,SELL,38.544217499999995,-125,PMQWNHUEYL,4333.149875,4333.149875
2002-04-26,0.0,SELL,18.217267,-195,RSIFSXIXLO,3416.91246,3416.91246
2002-04-26,0.0,SELL,46.1430775,-94,VZRRXYFHSR,3261.3491289999997,3261.3491289999997
2002-04-26,0.0,SELL,7.378892999999999,-668,BVRCVWGBFV,5157.733544000001,5157.733544000001
2002-04-26,0.0,SELL,50.032494,-102,FVIIFUOPPR,4803.900477,4803.900477
2002-04-26,0.0,SELL,8.098785,-517,HZACMHQYIB,4074.5710940000004,4074.5710940000004
2002-04-26,0.0,BUY,16.862529000000002,23,OAXHZPPJZE,387.83816700000006,387.83816700000006
2002-04-26,0.0,BUY,20.233034500000002,251,RJIBDONKKI,5078.4916595,5078.4916595
2002-04-26,0.0,BUY,8.441266,549,SBMLZFCAXD,4634.255034000001,4634.255034000001
2002-04-26,0.0,BUY,15.4323145,224,TJYWKUXPTD,3456.838448,3456.838448
2002-04-26,0.0,BUY,16.572485500000003,203,IBNSGEGAGO,3364.2145565000005,3364.2145565000005
2002-04-26,0.0,BUY,197.49962050000002,19,PEIFJLRNRK,3752.4927895000005,3752.4927895000005
2002-04-26,0.0,BUY,18.072710500000003,229,XWWTUEDKGZ,4138.650704500001,4138.650704500001
2002-04-26,0.0,BUY,14.972245500000001,507,YOXWCHPHOE,7590.928468500001,7590.928468500001
2002-04-26,0.0,BUY,75.26128750000001,65,HKEMCYJGWT,4891.983687500001,4891.983687500001
2002-04-26,0.0,BUY,11.121668,493,TNTJDMZSZT,5482.982324,5482.982324
2002-04-26,0.0,BUY,15.222283000000003,343,FVQUICFKOB,5221.243069000001,5221.243069000001
2002-04-26,0.0,BUY,4.730709500000001,175,FAGVAOGXKH,827.8741625000001,827.8741625000001
2002-04-26,0.0,BUY,16.412461500000003,237,LADZNUQIOA,3889.753375500001,3889.753375500001
2002-04-26,0.0,BUY,12.141821000000002,292,PDEKYBRIRR,3545.4117320000005,3545.4117320000005
2002-04-26,0.0,BUY,41.306195,74,GJBQRQOWYX,3056.6584300000004,3056.6584300000004
2002-04-26,0.0,BUY,21.373205500000005,269,MOTNDHSNWF,5749.392279500001,5749.392279500001
2002-04-26,0.0,BUY,5.320798000000001,909,EQXCMVBTAU,4836.605382000001,4836.605382000001
2002-04-26,0.0,BUY,8.321248,346,YUAUDGKTFU,2879.151808,2879.151808
2002-07-23,0.0,SELL,12.678098,-295,OAXHZPPJZE,4590.8685270000005,4590.8685270000005
2002-07-23,0.0,SELL,16.937459,-251,RJIBDONKKI,5078.4916595,5078.4916595
2002-07-23,0.0,SELL,2.859571,-549,SBMLZFCAXD,4634.255034000001,4634.255034000001
2002-07-23,0.0,SELL,11.498274999999998,-224,TJYWKUXPTD,3456.838448,3456.838448
2002-07-23,0.0,SELL,14.487826499999999,-203,IBNSGEGAGO,3364.2145565000005,3364.2145565000005
2002-07-23,0.0,SELL,38.084286500000005,-66,VZRRXYFHSR,2289.8834309999997,2289.8834309999997
2002-07-23,0.0,SELL,166.015094,-40,PEIFJLRNRK,7224.943579000002,7224.943579000002
2002-07-23,0.0,SELL,17.187421500000003,-463,XWWTUEDKGZ,7684.282469500001,7684.282469500001
2002-07-23,0.0,SELL,11.2283155,-507,YOXWCHPHOE,7590.928468500001,7590.928468500001
2002-07-23,0.0,SELL,70.0394925,-122,HKEMCYJGWT,8377.486434500002,8377.486434500002
2002-07-23,0.0,SELL,8.808678500000001,-985,TNTJDMZSZT,9296.554274,9296.554274
2002-07-23,0.0,SELL,10.0484925,-343,FVQUICFKOB,5221.243069000001,5221.243069000001
2002-07-23,0.0,SELL,3.5694645000000005,-1507,FAGVAOGXKH,6103.385370500001,6103.385370500001
2002-07-23,0.0,SELL,10.7883815,-237,LADZNUQIOA,3889.753375500001,3889.753375500001
2002-07-23,0.0,SELL,11.468279500000001,-292,PDEKYBRIRR,3545.4117320000005,3545.4117320000005
2002-07-23,0.0,SELL,27.6458525,-74,GJBQRQOWYX,3056.6584300000004,3056.6584300000004
2002-07-23,0.0,SELL,18.8271755,-269,MOTNDHSNWF,5749.392279500001,5749.392279500001
2002-07-23,0.0,SELL,4.3793429999999995,-909,EQXCMVBTAU,4836.605382000001,4836.605382000001
2002-07-23,0.0,SELL,6.678998,-346,YUAUDGKTFU,2879.151808,2879.151808
2002-10-16,0.0,BUY,17.622643000000004,261,MBYBPKBPCN,4599.509823000001,4599.509823000001
2002-10-16,0.0,BUY,48.107215000000004,94,MDVNWVQBJG,4522.078210000001,4522.078210000001
2002-10-16,0.0,BUY,35.5353295,130,MTTFWLTDIM,4619.592835,4619.592835
2002-10-16,0.0,BUY,20.043006000000002,160,XWWTUEDKGZ,3206.8809600000004,3206.8809600000004
2002-10-16,0.0,BUY,84.26263750000001,46,HKEMCYJGWT,3876.0813250000006,3876.0813250000006
2003-01-13,0.0,SELL,22.506623500000003,-261,MBYBPKBPCN,4599.509823000001,4599.509823000001
2003-01-13,0.0,SELL,55.501673499999995,-94,MDVNWVQBJG,4522.078210000001,4522.078210000001
2003-01-13,0.0,SELL,35.6046585,-130,MTTFWLTDIM,4619.592835,4619.592835
2003-01-13,0.0,SELL,17.19742,-160,XWWTUEDKGZ,3206.8809600000004,3206.8809600000004
2003-01-13,0.0,SELL,69.549566,-46,HKEMCYJGWT,3876.0813250000006,3876.0813250000006
2003-01-13,0.0,BUY,22.303345000000004,203,YKSYBOIGGG,4527.579035000001,4527.579035000001
2003-01-13,0.0,BUY,10.571585500000001,252,QLBXTJUVCC,2664.0395460000004,2664.0395460000004
2003-01-13,0.0,BUY,19.582937,244,UIGRVKIAHM,4778.236628000001,4778.236628000001
2003-01-13,0.0,BUY,36.74551100000001,84,RUUTSPVOCC,3086.6229240000007,3086.6229240000007
2003-01-13,0.0,BUY,13.061959000000002,212,KCXJYKTREJ,2769.1353080000004,2769.1353080000004
2003-01-13,0.0,BUY,38.065709000000005,73,XWLUUJJPLX,2778.7967570000005,2778.7967570000005
2003-01-13,0.0,BUY,15.2322845,155,MJHIBEIAGG,2361.0040975,2361.0040975
2003-01-13,0.0,BUY,21.9332895,243,EIOMEVNYBL,5329.7893485,5329.7893485
2003-01-13,0.0,BUY,19.552932500000004,113,CUZITHTGTK,2209.4813725000004,2209.4813725000004
